GPA,Parental_Income,Above_median,noisy_labels
1.8532248833400664,47539.002202775955,0,0
2.2600132995303897,71582.29752820238,0,0
2.17836524241267,42430.13380404326,0,0
1.7317584318710055,60407.42819148522,0,0
3.5006306756869208,59954.8323457958,0,0
1.4690595319792317,48785.66621112848,0,0
1.1456613376567808,98890.50443687094,0,1
3.9022430998142292,119699.34416943643,1,1
3.0802519326809867,44503.97686109508,0,0
2.391791926316378,97143.23334732911,0,0
3.821643310842857,59996.670112719505,0,0
2.0576321122149914,71622.42281384722,0,0
1.195780356310448,114102.56629484464,0,1
2.0990934514231245,43173.4165675421,0,0
1.5623050323455172,103159.95732667705,0,0
4.0,86508.44133221639,1,1
3.5623134767738063,96040.18454887976,1,1
2.51806844337942,38164.71454320022,0,0
2.2771528228646627,40966.31097531045,0,0
2.242340459520138,105852.04089283907,0,0
3.155703148395775,113611.22480896937,0,0
1.8320725058685288,63471.09804421612,0,0
3.0340929880743257,93136.08579312928,0,0
1.623522769394853,93358.05353382562,0,0
1.6445398216992617,116108.69560341742,0,0
1.2397067615147286,62748.310136331274,0,1
3.9895026275086356,39050.83338322961,0,0
1.0984791309438078,43686.70888993292,0,1
2.789778242048116,68654.2122843944,0,0
3.334963932062494,108795.60482210832,0,0
4.0,72273.512800707,1,1
3.615048193878072,91517.2375246623,0,0
2.410697281184278,18691.216579962427,0,0
2.0956161344106574,72357.24933818186,0,0
2.0367152334679037,98920.46252159118,0,0
1.2405775367734626,72720.72872751254,0,1
2.677936904181948,71424.98854036114,0,0
1.385330514987611,79470.57353534829,0,0
1.7884509423958939,109680.58509915169,0,0
3.574139490038677,41737.47349208885,0,0
1.8909793775619488,80675.20816609536,0,0
2.0611708526657306,76028.1331738496,0,0
3.258361299471671,79505.31543127181,0,0
1.0784345837468052,28746.640955940144,0,1
2.447133802581519,48104.904618100925,0,0
3.1634351964142318,33190.406568531485,0,0
3.425373931088965,51445.00259381426,0,0
1.7941540728272691,88598.29039908716,0,0
1.982765711099022,91787.07289263816,0,0
1.185257897165826,38928.49224183317,0,0
2.789969883212704,73677.55106346446,0,0
1.5890379226344702,60386.824893209916,0,0
3.391284295381331,122671.6119979913,0,0
2.3781792142407507,37249.51233206269,0,0
1.3724293530383957,46233.74876774328,0,1
2.1817963392352735,30761.907159425547,0,0
2.9174842400728385,60426.1210398928,0,0
1.5148524187875965,115805.48985910433,0,0
2.57075857525458,48985.456568814,0,0
1.2714343262572283,100380.77280212322,0,1
2.936626132247618,95028.59102044265,0,0
2.1465096394316525,98347.91497287499,0,0
1.857406140837588,73925.34307383491,0,0
2.050103151951903,89398.89018028064,0,0
1.1016957295278407,111160.53412118199,0,1
2.274082671402276,63861.03690880319,0,0
3.640666440664786,121393.10744425774,1,1
1.5474112612061193,104829.93100209587,0,0
3.4796064850531643,27903.49978252227,0,0
1.8633159895272635,41804.60857409157,0,0
3.248443675140781,26766.11387475419,0,0
3.5020894559936244,75032.77585488158,1,1
3.8183054431710373,72191.7494181973,1,1
4.0,79546.94630864763,1,1
2.315964871160762,53208.27081009229,0,0
3.2187696943602617,99926.05906957653,0,0
2.1009356132941583,115065.99538488803,0,0
3.3776224211222043,45704.91569312885,0,0
2.3795238824656826,67625.4692262659,0,0
2.550962249597046,68658.2924190168,0,0
3.4744416623988905,80660.22898614957,0,0
1.4326649882154199,72911.7805408262,0,0
2.3552597919895524,53877.00801565422,0,0
