GPA,Parental_Income,Above_median,noisy_labels
1.7455303823131898,57368.23303304283,0,0
2.3499262631523865,96118.69378159479,0,0
2.2328224089896223,48647.013747945515,0,0
1.7808990726606995,45795.884240295585,0,0
3.6111870650408484,58078.25777286247,0,0
1.555119781485715,53261.6628125244,0,0
1.058984276290132,90690.48545670089,0,1
3.859756094511136,107009.90893806212,1,1
3.041352414193118,41495.66337971539,0,0
2.459764379651584,94173.9814856662,0,0
3.895080459597862,51828.795068047424,0,0
2.1801962173649,61116.43089680095,0,0
1.2386727138606828,104541.67877903848,0,1
2.054222273241389,46761.110357016165,0,0
1.4909054878152856,97375.28386425259,0,0
3.949500463101693,86968.40361509241,1,1
3.641884552645724,90288.97099750413,1,1
2.4821904043346903,41091.79588301207,0,0
2.2028777233554355,51091.84979668881,0,0
2.3538743890262896,90921.43523764705,0,0
3.1626305455116888,111797.66921454073,0,0
1.7433048533101188,72128.32253369078,0,0
2.8683398572124528,81608.11807660604,0,0
1.4273464475962863,80583.32550157128,0,0
1.6035288474157443,118851.68530118173,0,0
1.243653188346074,62558.54042164916,0,1
3.8604168844273774,33447.76929724108,0,0
1.1672148089265113,44692.03125904502,0,1
2.798609450366305,70868.7176978362,0,0
3.168992891480447,117931.97859549148,0,0
3.910869158094466,62609.23222025827,1,1
3.4647083722365073,98269.88709702929,0,0
2.5826532023180833,31086.08258339918,0,0
1.9944301886310027,61215.803290016374,0,0
2.0619465867723967,97525.30760624584,0,0
1.2370909037736166,73801.44341323382,0,1
2.6677431412761585,85726.76860216155,0,0
1.4973833886692163,85442.7960951342,0,0
1.8857134931226736,119687.19005218474,0,0
3.521825455475917,37573.15987788732,0,0
2.087686028241017,83436.20038610659,0,0
2.0224419325680154,60663.47730324813,0,0
3.131205232649595,81060.75522444403,0,0
1.0951232545862462,31140.76492514373,0,1
2.4171635981329644,41754.484440220054,0,0
3.194729867816644,44305.97856689394,0,0
3.3196473227910555,42343.382601682635,0,0
1.7237343765115565,77970.86370144709,0,0
1.9185911365312847,90713.89307377057,0,0
1.4099489150426296,45784.6405849418,0,0
2.787207159180492,78182.55305910256,0,0
1.4877065994388174,58835.61040987003,0,0
3.406981643029219,118009.44001717767,0,0
2.5003799565556957,41187.43523697644,0,0
1.1784829757963808,35879.820401776145,0,1
2.175597327927745,35256.95972006199,0,0
2.8593265060170703,71118.35671000279,0,0
1.5645755298757376,104575.42265114773,0,0
2.2836654253631914,43990.16663287718,0,0
1.2669449138316917,104697.42145484369,0,1
3.1978913051878752,91664.36660847947,0,0
2.179898066173792,100019.51944024996,0,0
2.0324091816651406,63950.96810075928,0,0
2.1906542070371904,78155.74217527427,0,0
1.052116077757373,109792.40845560905,0,1
2.405094989766888,75948.5894385615,0,0
3.6797515515879855,112235.59502136451,1,1
1.4846932357364633,114004.53841706853,0,0
3.5333783888484684,36833.11895787299,0,0
1.8252048906004403,37909.59000443838,0,0
3.3061975924488443,44461.33095553979,0,0
3.5020078647603516,71077.14244927261,1,1
3.7038889530959356,75560.80581344526,1,1
3.9154747595709574,92545.74245119996,1,1
2.2871084972451907,49738.94894018702,0,0
3.0582529185604463,104546.1297041843,0,0
1.9788324346883979,117380.87713476713,0,0
3.392467583457063,45055.309325184026,0,0
2.3035851191989294,75089.5811423511,0,0
2.530583181849247,80728.6187791878,0,0
3.289985911924835,73993.09711924993,0,0
1.5217574588488174,67120.96283227412,0,0
2.357336614660305,67003.24886878478,0,0
3.6945740994512515,65043.07890926442,1,1
3.067849362448764,110413.68035625525,0,0
1.857910011270132,115426.25460640443,0,0
2.2625904690340133,49230.75156171992,0,0
2.7037622417730454,84751.98653000628,0,0
3.9028947567776386,108317.06958547565,1,1
2.68213147421913,54237.20731587289,0,0
3.918592633946564,98343.3076376875,1,1
1.5129721525638278,42064.3427268248,0,0
1.707716097547105,75058.48697575938,0,0
2.6988819686826924,33600.307580783716,0,0
2.9599448257095227,85395.32536078495,0,0
3.89161379228878,80959.0229272926,1,1
3.656426944975994,97778.13387069287,1,1
2.1046775399941096,79094.86388445392,0,0
2.025486523656765,71279.36491163746,0,0
3.5520146087744435,105602.6542838422,1,1
2.1660815118636148,84993.37108876652,0,0
2.999223108829449,112238.4179069533,0,0
2.330681461702957,68144.50932102802,0,0
2.8268205595000224,89193.50781348342,0,0
3.3532639713405614,58988.902298086505,0,0
3.9039279928373603,74836.43361958704,1,1
2.119804101637191,41920.64970935439,0,0
3.0181728970173003,62517.4971884989,0,0
3.42304007777497,39890.97562136383,0,0
3.092380439051961,91365.44297583759,0,0
3.4183902437746614,110248.91191306495,0,0
1.8010705355252261,95169.55547951697,0,0
1.9555036372071994,62099.12834578441,0,0
1.479893941823945,109316.10908677336,0,0
3.4482235436018134,94532.8034013072,0,0
3.618322733089799,76559.02028029853,1,1
3.477770236162831,77133.49636754689,0,0
3.265640401300143,67519.87580422341,0,0
2.5513558685967404,94971.51153880342,0,0
2.6580891273006233,83502.02632475558,0,0
2.674400327378214,71917.80095492421,0,0
3.9811556100253966,64239.98984718674,1,1
3.9596087320537183,51238.42286731459,0,0
2.5305439053022796,95738.17332144966,0,0
3.2670141596784448,103411.16595645515,0,0
3.809785693738754,31708.949338480536,0,0
3.1058802660418054,74875.7955700228,0,0
2.296822741731278,100079.49844210777,0,0
1.3661374147575227,88318.14108628416,0,0
2.890860315283864,79761.65971830266,0,0
3.3021371831518276,46387.88739681356,0,0
1.790184972092785,88676.2492515915,0,0
1.3697087038170217,71103.94477290209,0,0
3.1680363553697313,30513.379338197778,0,0
1.808188162600473,95826.72481416733,0,0
1.7935723269130153,32886.411317515856,0,0
1.6039104666702027,75304.85151669547,0,0
3.573901921742724,112396.22818152797,1,1
2.688391869649217,119651.05899315771,0,0
1.8064968898843552,75116.14268377286,0,0
2.433065727310729,39252.06542659413,0,0
2.2664281311170758,111890.35156682183,0,0
2.824027360788289,102448.1353691132,0,0
3.1563683763680563,87851.18606983995,0,0
2.386121111447756,63389.99635536395,0,0
2.160266453514855,32515.1000543193,0,0
1.1615039085769443,71652.80888101002,0,1
1.1149602350078034,114113.11634444309,0,1
1.5569685387854264,71451.54204559483,0,0
1.0882896515369578,119763.2851091502,0,1
3.1704228117998965,107231.89405673898,0,0
1.8066836968752262,111780.24624314238,0,0
3.6227510054988623,87919.48918023698,1,1
1.3987563198231865,88202.4874525677,0,0
3.4086819880575896,88852.527749662,0,0
2.713569828061759,92551.48874422528,0,0
3.3059540914085424,112507.2334258247,0,0
3.4208735826867107,47112.34568447129,0,0
2.053138014609572,94959.90160688304,0,0
1.5854074248844006,72789.09753556579,0,0
1.736179840712908,78947.10199922309,0,0
2.218268267822619,112890.06867301124,0,0
3.490206786181167,91748.43655040098,0,0
3.8104289617561675,55428.820853278216,0,0
2.7365836537246215,98072.06893247837,0,0
3.4092884804011994,92231.56518573861,0,0
2.7033671807730277,76845.4712234194,0,0
2.065678724471216,103660.87813436726,0,0
3.1372661518357092,52640.68726554622,0,0
1.651997594945047,92145.88468666704,0,0
1.6743201811003965,32442.684532963605,0,0
2.0267729889930175,106266.25310490286,0,0
2.0989220133989597,72386.81849626033,0,0
2.207523782039751,70142.55824145852,0,0
2.007071422689586,55264.559982394516,0,0
2.281958337021553,30016.476465568794,0,0
3.5685887662441678,103282.79110143567,1,1
1.1457903498705768,72363.62204628284,0,1
1.4370241190250324,111111.60648324684,0,0
